dump	config	loops	bigloops	contig	brokenRoutes	tapers	spikes	zigs	stairs	clips	drawMs	note
improvedschematics-map-NYC-jul-14.json	warp50	1	0	0	0	0	22	-1	0	1	52433	
improvedschematics-map-NYC-jul-14.json	warp75	1	0	0	0	0	19	-1	0	2	54565	
improvedschematics-map-NYC-jul-16-2.json	base	1	0	0	0	0	29	-1	0	2	25715	
improvedschematics-map-NYC-jul-16-2.json	capF_growth_1	16	0	0	0	32	70	-1	1	34	27651	
improvedschematics-map-NYC-jul-16-2.json	capF_growth_1_25	5	0	0	0	21	81	-1	4	29	36253	
improvedschematics-map-NYC-jul-16-2.json	capF_growth_1_5	2	0	0	0	18	37	-1	1	21	31876	
improvedschematics-map-NYC-jul-16-2.json	capF_growth_2	0	0	2	2	0	46	-1	1	9	29977	
improvedschematics-map-NYC-jul-16-2.json	capsuleFilter	0	0	0	0	0	31	-1	0	2	22895	
improvedschematics-map-NYC-jul-16-2.json	capsuleFilter_noDensity	0	0	0	0	0	31	-1	0	2	22885	
improvedschematics-map-NYC-jul-16-2.json	expand1	1	0	0	0	0	29	-1	0	2	27909	
improvedschematics-map-NYC-jul-16-2.json	growth1	16	0	0	0	32	70	-1	1	34	23781	
improvedschematics-map-NYC-jul-16-2.json	growth1_25	3	0	4	4	17	68	-1	3	46	32736	
improvedschematics-map-NYC-jul-16-2.json	growth1_5	2	0	0	0	2	40	-1	2	11	29285	
improvedschematics-map-NYC-jul-16-2.json	growth2	0	0	2	2	2	45	-1	0	10	22459	
improvedschematics-map-NYC-jul-16-2.json	growthF_1_1	10	0	0	0	8	48	-1	4	23	35754	
improvedschematics-map-NYC-jul-16-2.json	growthF_1_15	13	0	0	0	8	64	-1	2	27	28932	
improvedschematics-map-NYC-jul-16-2.json	growthF_1_2	5	0	1	1	7	86	-1	2	18	46550	
improvedschematics-map-NYC-jul-16-2.json	growthF_1_3	1	1	0	0	14	44	-1	8	20	23330	
improvedschematics-map-NYC-jul-16-2.json	growthF_1_4	3	0	0	0	1	42	-1	7	15	33662	
improvedschematics-map-NYC-jul-16-2.json	growthF_1_75	1	0	1	1	0	52	-1	1	6	33814	
improvedschematics-map-NYC-jul-16-2.json	growthF_2_25	3	0	1	1	0	46	-1	1	4	24474	
improvedschematics-map-NYC-jul-16-2.json	noBoth	1	0	0	0	0	20	-1	0	3	21297	
improvedschematics-map-NYC-jul-16-2.json	noBoth_dropTinyOff	1	0	0	0	0	25	-1	0	1	24738	
improvedschematics-map-NYC-jul-16-2.json	noBoth_expand1	1	0	0	0	0	20	-1	0	3	25216	
improvedschematics-map-NYC-jul-16-2.json	noBoth_growth1	16	0	0	0	32	70	-1	1	34	22322	
improvedschematics-map-NYC-jul-16-2.json	noBoth_growth1_5	5	1	0	0	8	47	-1	5	18	22207	
improvedschematics-map-NYC-jul-16-2.json	noBoth_growthF_1_1	12	1	0	0	19	42	-1	1	29	26576	
improvedschematics-map-NYC-jul-16-2.json	noBoth_growthF_1_15	3	0	0	0	11	61	-1	5	18	42918	
improvedschematics-map-NYC-jul-16-2.json	noBoth_growthF_1_2	3	0	0	0	42	63	-1	2	21	38868	
improvedschematics-map-NYC-jul-16-2.json	noBoth_growthF_1_3	2	1	0	0	5	85	-1	3	19	54313	
improvedschematics-map-NYC-jul-16-2.json	noBoth_growthF_1_4	5	0	12	8	5	80	-1	5	21	35377	
improvedschematics-map-NYC-jul-16-2.json	noBoth_growthF_1_75	0	0	1	1	0	61	-1	0	10	29022	
improvedschematics-map-NYC-jul-16-2.json	noBoth_growthF_2_25	2	0	3	3	0	29	-1	2	1	24838	
improvedschematics-map-NYC-jul-16-2.json	noContraction	1	0	0	0	0	20	-1	0	3	21332	
improvedschematics-map-NYC-jul-16-2.json	noContraction_growth1	16	0	0	0	32	70	-1	1	34	23016	
improvedschematics-map-NYC-jul-16-2.json	noDensity	1	0	0	0	0	29	-1	0	2	26235	
improvedschematics-map-NYC-jul-16-2.json	noWarp	0	0	0	0	0	16	-1	0	0	18873	
improvedschematics-map-NYC-jul-16-2.json	warp25	2	0	1	1	0	46	-1	0	2	40477	
improvedschematics-map-NYC-jul-16-2.json	warp50	0	0	0	0	0	24	-1	0	2	21502	
improvedschematics-map-NYC-jul-16-2.json	warp75	1	0	0	0	0	17	-1	0	0	23741	
improvedschematics-map-NYC-jul-16-2.json	warpF_0_1	1	0	0	0	0	30	-1	0	0	22952	
improvedschematics-map-NYC-jul-16-2.json	warpF_0_35	1	0	0	0	0	34	-1	0	1	33062	
improvedschematics-map-NYC-jul-16-2.json	warpF_0_6	1	0	0	0	0	27	-1	0	1	27666	
improvedschematics-map-NYC-jul-16-2.json	warpF_0_85	0	0	0	0	0	27	-1	0	6	36915	
improvedschematics-map-NYC-Jul-4.json	base	1	0	0	0	0	44	-1	0	3	19673	
improvedschematics-map-NYC-Jul-4.json	capsuleFilter	0	0	0	0	0	64	-1	0	3	24535	
improvedschematics-map-NYC-Jul-4.json	capsuleFilter_noDensity	0	0	0	0	0	64	-1	0	3	25218	
improvedschematics-map-NYC-Jul-4.json	expand1	1	0	0	0	0	44	-1	0	3	21193	
improvedschematics-map-NYC-Jul-4.json	growth1	14	0	1	1	45	57	-1	4	33	41786	
improvedschematics-map-NYC-Jul-4.json	growth1_25	8	1	2	2	2	60	-1	2	26	29299	
improvedschematics-map-NYC-Jul-4.json	growth1_5	3	0	0	0	16	62	-1	1	14	26252	
improvedschematics-map-NYC-Jul-4.json	growth2	1	0	0	0	0	46	-1	4	6	23536	
improvedschematics-map-NYC-Jul-4.json	noBoth	2	0	0	0	0	68	-1	0	2	21599	
improvedschematics-map-NYC-Jul-4.json	noBoth_dropTinyOff	3	0	0	0	0	60	-1	0	4	23152	
improvedschematics-map-NYC-Jul-4.json	noBoth_expand1	2	0	0	0	0	68	-1	0	2	28668	
improvedschematics-map-NYC-Jul-4.json	noBoth_growth1	14	0	1	1	45	57	-1	4	33	39264	
improvedschematics-map-NYC-Jul-4.json	noBoth_growth1_5	1	0	0	0	7	36	-1	5	14	22708	
improvedschematics-map-NYC-Jul-4.json	noContraction	2	0	0	0	0	68	-1	0	2	21507	
improvedschematics-map-NYC-Jul-4.json	noContraction_growth1	14	0	1	1	45	57	-1	4	33	40894	
improvedschematics-map-NYC-Jul-4.json	noDensity	1	0	0	0	0	44	-1	0	3	20061	
improvedschematics-map-NYC-Jul-4.json	noWarp	0	0	0	0	0	64	-1	0	12	23556	
improvedschematics-map-NYC-Jul-4.json	warp25	1	0	0	0	0	33	-1	0	6	19319	
improvedschematics-map-NYC-Jul-4.json	warp50	2	0	0	0	0	58	-1	0	12	19398	
improvedschematics-map-NYC-Jul-4.json	warp75	1	0	0	0	0	45	-1	0	3	15587	
improvedschematics-map-NYC-jul-5-2.json	base	2	0	0	0	0	43	-1	0	2	22492	
improvedschematics-map-NYC-jul-5-2.json	capsuleFilter	1	0	0	0	0	28	-1	0	3	27851	
improvedschematics-map-NYC-jul-5-2.json	capsuleFilter_noDensity	2	0	0	0	0	23	-1	0	6	31914	
improvedschematics-map-NYC-jul-5-2.json	expand1	2	0	0	0	0	28	-1	0	2	29134	
improvedschematics-map-NYC-jul-5-2.json	growth1	16	0	1	1	19	49	-1	6	34	44317	
improvedschematics-map-NYC-jul-5-2.json	growth1_25	3	0	0	0	4	34	-1	4	19	29958	
improvedschematics-map-NYC-jul-5-2.json	growth1_5	10	0	0	0	1	60	-1	4	4	27023	
improvedschematics-map-NYC-jul-5-2.json	growth2	2	0	0	0	0	42	-1	1	9	32748	
improvedschematics-map-NYC-jul-5-2.json	noBoth	1	0	0	0	0	24	-1	0	3	25258	
improvedschematics-map-NYC-jul-5-2.json	noBoth_dropTinyOff	1	0	0	0	0	35	-1	0	2	24860	
improvedschematics-map-NYC-jul-5-2.json	noBoth_expand1	1	0	0	0	0	24	-1	0	3	32360	
improvedschematics-map-NYC-jul-5-2.json	noBoth_growth1	16	0	1	1	19	49	-1	6	34	53314	
improvedschematics-map-NYC-jul-5-2.json	noBoth_growth1_5	2	0	1	1	7	70	-1	1	19	48832	
improvedschematics-map-NYC-jul-5-2.json	noContraction	2	0	0	0	0	39	-1	0	2	20084	
improvedschematics-map-NYC-jul-5-2.json	noContraction_growth1	16	0	1	1	19	49	-1	6	34	62534	
improvedschematics-map-NYC-jul-5-2.json	noDensity	2	0	0	0	0	28	-1	0	2	38197	
improvedschematics-map-NYC-jul-5-2.json	noWarp	1	0	0	0	0	33	-1	0	0	21203	
improvedschematics-map-NYC-jul-5-2.json	warp25	0	0	0	0	0	36	-1	0	0	25352	
improvedschematics-map-NYC-jul-5-2.json	warp50	2	0	0	0	0	40	-1	0	2	33229	
improvedschematics-map-NYC-jul-5-2.json	warp75	2	0	1	1	0	34	-1	0	1	29080	
improvedschematics-map-NYC-jul-5.json	base	2	0	0	0	0	43	-1	0	2	30205	
improvedschematics-map-NYC-jul-5.json	capsuleFilter	1	0	0	0	0	28	-1	0	3	27750	
improvedschematics-map-NYC-jul-5.json	capsuleFilter_noDensity	2	0	0	0	0	23	-1	0	6	31828	
improvedschematics-map-NYC-jul-5.json	expand1	2	0	0	0	0	28	-1	0	2	33772	
improvedschematics-map-NYC-jul-5.json	growth1	16	0	1	1	19	49	-1	6	34	45653	
improvedschematics-map-NYC-jul-5.json	growth1_25	3	0	0	0	4	34	-1	4	19	35978	
improvedschematics-map-NYC-jul-5.json	growth1_5	10	0	0	0	1	60	-1	4	4	24572	
improvedschematics-map-NYC-jul-5.json	growth2	2	0	0	0	0	42	-1	1	9	30915	
improvedschematics-map-NYC-jul-5.json	noBoth	1	0	0	0	0	24	-1	0	3	34625	
improvedschematics-map-NYC-jul-5.json	noBoth_dropTinyOff	1	0	0	0	0	35	-1	0	2	23690	
improvedschematics-map-NYC-jul-5.json	noBoth_expand1	1	0	0	0	0	24	-1	0	3	29360	
improvedschematics-map-NYC-jul-5.json	noBoth_growth1	16	0	1	1	19	49	-1	6	34	54249	
improvedschematics-map-NYC-jul-5.json	noBoth_growth1_5	2	0	1	1	7	70	-1	1	19	51034	
improvedschematics-map-NYC-jul-5.json	noContraction	2	0	0	0	0	39	-1	0	2	22048	
improvedschematics-map-NYC-jul-5.json	noContraction_growth1	16	0	1	1	19	49	-1	6	34	56267	
improvedschematics-map-NYC-jul-5.json	noDensity	2	0	0	0	0	28	-1	0	2	28743	
improvedschematics-map-NYC-jul-5.json	noWarp	1	0	0	0	0	33	-1	0	0	21015	
improvedschematics-map-NYC-jul-5.json	warp25	0	0	0	0	0	36	-1	0	0	25913	
improvedschematics-map-NYC-jul-5.json	warp50	2	0	0	0	0	40	-1	0	2	37204	
improvedschematics-map-NYC-jul-5.json	warp75	2	0	1	1	0	34	-1	0	1	29715	
improvedschematics-map-NYC-jul-7-2.json	base	1	0	0	0	0	20	-1	0	2	34150	
improvedschematics-map-NYC-jul-7-2.json	capsuleFilter	1	0	0	0	0	32	-1	0	1	18838	
improvedschematics-map-NYC-jul-7-2.json	capsuleFilter_noDensity	1	0	0	0	0	32	-1	0	1	18759	
improvedschematics-map-NYC-jul-7-2.json	expand1	1	0	0	0	0	20	-1	0	2	36054	
improvedschematics-map-NYC-jul-7-2.json	growth1	16	0	0	0	32	70	-1	1	34	25049	
improvedschematics-map-NYC-jul-7-2.json	growth1_25	3	0	4	4	17	68	-1	3	46	45356	
improvedschematics-map-NYC-jul-7-2.json	growth1_5	2	0	0	0	2	40	-1	2	11	33208	
improvedschematics-map-NYC-jul-7-2.json	growth2	0	0	2	2	2	45	-1	0	10	25635	
improvedschematics-map-NYC-jul-7-2.json	noBoth	1	0	0	0	0	24	-1	0	4	25587	
improvedschematics-map-NYC-jul-7-2.json	noBoth_dropTinyOff	2	0	0	0	0	21	-1	0	4	34292	
improvedschematics-map-NYC-jul-7-2.json	noBoth_expand1	1	0	0	0	0	24	-1	0	4	30937	
improvedschematics-map-NYC-jul-7-2.json	noBoth_growth1	16	0	0	0	32	70	-1	1	34	26285	
improvedschematics-map-NYC-jul-7-2.json	noBoth_growth1_5	5	1	0	0	8	47	-1	5	18	25482	
improvedschematics-map-NYC-jul-7-2.json	noContraction	1	0	0	0	0	24	-1	0	4	25515	
improvedschematics-map-NYC-jul-7-2.json	noContraction_growth1	16	0	0	0	32	70	-1	1	34	25188	
improvedschematics-map-NYC-jul-7-2.json	noDensity	1	0	0	0	0	20	-1	0	2	35092	
improvedschematics-map-NYC-jul-7-2.json	noWarp	4	0	0	0	0	37	-1	0	1	21085	
improvedschematics-map-NYC-jul-7-2.json	warp25	0	1	0	0	0	29	-1	0	1	62330	
improvedschematics-map-NYC-jul-7-2.json	warp50	1	0	0	0	0	22	-1	0	1	37347	
improvedschematics-map-NYC-jul-7-2.json	warp75	1	0	0	0	0	19	-1	0	2	34172	
improvedschematics-map-NYC-jul-9.json	base	1	0	0	0	0	20	-1	0	2	36894	
improvedschematics-map-NYC-jul-9.json	capsuleFilter	1	0	0	0	0	32	-1	0	1	19991	
improvedschematics-map-NYC-jul-9.json	capsuleFilter_noDensity	1	0	0	0	0	32	-1	0	1	20045	
improvedschematics-map-NYC-jul-9.json	expand1	1	0	0	0	0	20	-1	0	2	38161	
improvedschematics-map-NYC-jul-9.json	growth1	16	0	0	0	32	70	-1	1	34	25323	
improvedschematics-map-NYC-jul-9.json	growth1_25	3	0	4	4	17	68	-1	3	46	36494	
improvedschematics-map-NYC-jul-9.json	growth1_5	2	0	0	0	2	40	-1	2	11	30552	
improvedschematics-map-NYC-jul-9.json	growth2	0	0	2	2	2	45	-1	0	10	26801	
improvedschematics-map-NYC-jul-9.json	noBoth	1	0	0	0	0	24	-1	0	4	26505	
improvedschematics-map-NYC-jul-9.json	noBoth_dropTinyOff	2	0	0	0	0	21	-1	0	4	31206	
improvedschematics-map-NYC-jul-9.json	noBoth_expand1	1	0	0	0	0	24	-1	0	4	29573	
improvedschematics-map-NYC-jul-9.json	noBoth_growth1	16	0	0	0	32	70	-1	1	34	27360	
improvedschematics-map-NYC-jul-9.json	noBoth_growth1_5	5	1	0	0	8	47	-1	5	18	26980	
improvedschematics-map-NYC-jul-9.json	noContraction	1	0	0	0	0	24	-1	0	4	25943	
improvedschematics-map-NYC-jul-9.json	noContraction_growth1	16	0	0	0	32	70	-1	1	34	28268	
improvedschematics-map-NYC-jul-9.json	noDensity	1	0	0	0	0	20	-1	0	2	34005	
improvedschematics-map-NYC-jul-9.json	noWarp	4	0	0	0	0	37	-1	0	1	22596	
improvedschematics-map-NYC-jul-9.json	warp25	0	1	0	0	0	29	-1	0	1	52214	
improvedschematics-map-NYC-jul-9.json	warp50	1	0	0	0	0	22	-1	0	1	33985	
improvedschematics-map-NYC-jul-9.json	warp75	1	0	0	0	0	19	-1	0	2	36930	
improvedschematics-map-NYC-jul7.json	base	1	0	0	0	0	20	-1	0	2	34732	
improvedschematics-map-NYC-jul7.json	capsuleFilter	1	0	0	0	0	32	-1	0	1	19635	
improvedschematics-map-NYC-jul7.json	capsuleFilter_noDensity	1	0	0	0	0	32	-1	0	1	19635	
improvedschematics-map-NYC-jul7.json	expand1	1	0	0	0	0	20	-1	0	2	39119	
improvedschematics-map-NYC-jul7.json	growth1	16	0	0	0	32	70	-1	1	34	24393	
improvedschematics-map-NYC-jul7.json	growth1_25	3	0	4	4	17	68	-1	3	46	51220	
improvedschematics-map-NYC-jul7.json	growth1_5	2	0	0	0	2	40	-1	2	11	32459	
improvedschematics-map-NYC-jul7.json	growth2	0	0	2	2	2	45	-1	0	10	26696	
improvedschematics-map-NYC-jul7.json	noBoth	1	0	0	0	0	24	-1	0	4	23945	
improvedschematics-map-NYC-jul7.json	noBoth_dropTinyOff	2	0	0	0	0	21	-1	0	4	40109	
improvedschematics-map-NYC-jul7.json	noBoth_expand1	1	0	0	0	0	24	-1	0	4	26431	
improvedschematics-map-NYC-jul7.json	noBoth_growth1	16	0	0	0	32	70	-1	1	34	23635	
improvedschematics-map-NYC-jul7.json	noBoth_growth1_5	5	1	0	0	8	47	-1	5	18	26209	
improvedschematics-map-NYC-jul7.json	noContraction	1	0	0	0	0	24	-1	0	4	26926	
improvedschematics-map-NYC-jul7.json	noContraction_growth1	16	0	0	0	32	70	-1	1	34	26247	
improvedschematics-map-NYC-jul7.json	noDensity	1	0	0	0	0	20	-1	0	2	31829	
improvedschematics-map-NYC-jul7.json	noWarp	4	0	0	0	0	37	-1	0	1	21267	
improvedschematics-map-NYC-jul7.json	warp25	0	1	0	0	0	29	-1	0	1	53176	
improvedschematics-map-NYC-jul7.json	warp50	1	0	0	0	0	22	-1	0	1	38252	
improvedschematics-map-NYC-jul7.json	warp75	1	0	0	0	0	19	-1	0	2	32894	
improvedschematics-map-SEA-2.json	base	0	0	0	0	0	21	-1	0	1	25740	
improvedschematics-map-SEA-2.json	capsuleFilter	0	0	0	0	0	21	-1	0	1	21239	
improvedschematics-map-SEA-2.json	capsuleFilter_noDensity	1	0	0	0	0	17	-1	1	3	14054	
improvedschematics-map-SEA-2.json	expand1	0	0	0	0	0	21	-1	0	1	23368	
improvedschematics-map-SEA-2.json	growth1	1	0	0	0	4	18	-1	3	2	16043	
improvedschematics-map-SEA-2.json	growth1_25	0	0	0	0	1	19	-1	2	2	28380	
improvedschematics-map-SEA-2.json	growth1_5	0	0	0	0	0	21	-1	0	1	21375	
improvedschematics-map-SEA-2.json	growth2	0	0	0	0	0	21	-1	0	1	24460	
improvedschematics-map-SEA-2.json	noBoth	1	0	0	0	0	17	-1	1	3	14316	
improvedschematics-map-SEA-2.json	noBoth_dropTinyOff	1	0	0	0	0	17	-1	1	3	15586	
improvedschematics-map-SEA-2.json	noBoth_expand1	1	0	0	0	0	17	-1	1	3	14419	
improvedschematics-map-SEA-2.json	noBoth_growth1	1	0	0	0	4	18	-1	3	2	16553	
improvedschematics-map-SEA-2.json	noBoth_growth1_5	1	0	0	0	0	17	-1	1	3	14498	
improvedschematics-map-SEA-2.json	noContraction	0	0	0	0	0	21	-1	0	1	20894	
improvedschematics-map-SEA-2.json	noContraction_growth1	1	0	0	0	4	18	-1	3	2	16823	
improvedschematics-map-SEA-2.json	noDensity	1	0	0	0	0	17	-1	1	3	15340	
improvedschematics-map-SEA-2.json	noWarp	1	0	0	0	0	23	-1	0	1	32262	
improvedschematics-map-SEA-2.json	warp25	1	0	0	0	0	14	-1	0	0	19144	
improvedschematics-map-SEA-2.json	warp50	0	0	0	0	0	21	-1	1	0	18681	
improvedschematics-map-SEA-2.json	warp75	0	0	0	0	2	16	-1	1	1	35468	
improvedschematics-map-SEA-jul-11-2.json	base	1	0	0	0	0	19	-1	0	1	24730	
improvedschematics-map-SEA-jul-11-2.json	capF_growth_1	1	0	0	0	4	18	-1	3	2	19011	
improvedschematics-map-SEA-jul-11-2.json	capF_growth_1_25	0	0	0	0	0	19	-1	3	2	27454	
improvedschematics-map-SEA-jul-11-2.json	capF_growth_1_5	1	0	0	0	0	19	-1	0	1	24202	
improvedschematics-map-SEA-jul-11-2.json	capF_growth_2	1	0	0	0	0	19	-1	0	1	22474	
improvedschematics-map-SEA-jul-11-2.json	capsuleFilter	1	0	0	0	0	19	-1	0	1	24312	
improvedschematics-map-SEA-jul-11-2.json	capsuleFilter_noDensity	1	0	0	0	0	17	-1	1	3	17431	
improvedschematics-map-SEA-jul-11-2.json	expand1	1	0	0	0	0	19	-1	0	1	29174	
improvedschematics-map-SEA-jul-11-2.json	growth1	1	0	0	0	4	18	-1	3	2	17178	
improvedschematics-map-SEA-jul-11-2.json	growth1_25	0	0	0	0	0	19	-1	3	2	30490	
improvedschematics-map-SEA-jul-11-2.json	growth1_5	1	0	0	0	0	19	-1	0	1	28485	
improvedschematics-map-SEA-jul-11-2.json	growth2	1	0	0	0	0	19	-1	0	1	26611	
improvedschematics-map-SEA-jul-11-2.json	growthF_1_1	0	0	0	0	2	17	-1	2	1	32202	
improvedschematics-map-SEA-jul-11-2.json	growthF_1_15	0	0	0	0	0	14	-1	4	1	27868	
improvedschematics-map-SEA-jul-11-2.json	growthF_1_2	0	0	0	0	0	10	-1	3	0	28798	
improvedschematics-map-SEA-jul-11-2.json	growthF_1_3	0	0	0	0	0	11	-1	2	2	40235	
improvedschematics-map-SEA-jul-11-2.json	growthF_1_4	1	0	0	0	0	11	-1	0	1	24142	
improvedschematics-map-SEA-jul-11-2.json	growthF_1_75	1	0	0	0	0	19	-1	0	1	28798	
improvedschematics-map-SEA-jul-11-2.json	growthF_2_25	1	0	0	0	0	19	-1	0	1	27010	
improvedschematics-map-SEA-jul-11-2.json	noBoth	1	0	0	0	0	17	-1	1	3	14852	
improvedschematics-map-SEA-jul-11-2.json	noBoth_dropTinyOff	1	0	0	0	0	17	-1	1	3	18393	
improvedschematics-map-SEA-jul-11-2.json	noBoth_expand1	1	0	0	0	0	17	-1	1	3	18223	
improvedschematics-map-SEA-jul-11-2.json	noBoth_growth1	1	0	0	0	4	18	-1	3	2	16783	
improvedschematics-map-SEA-jul-11-2.json	noBoth_growth1_5	1	0	0	0	0	17	-1	1	3	16861	
improvedschematics-map-SEA-jul-11-2.json	noBoth_growthF_1_1	0	0	0	0	0	18	-1	3	0	24880	
improvedschematics-map-SEA-jul-11-2.json	noBoth_growthF_1_15	0	0	0	0	0	15	-1	2	1	21256	
improvedschematics-map-SEA-jul-11-2.json	noBoth_growthF_1_2	0	0	0	0	0	16	-1	4	1	36179	
improvedschematics-map-SEA-jul-11-2.json	noBoth_growthF_1_3	1	0	0	0	1	16	-1	1	4	22351	
improvedschematics-map-SEA-jul-11-2.json	noBoth_growthF_1_4	1	0	0	0	0	17	-1	1	3	17846	
improvedschematics-map-SEA-jul-11-2.json	noBoth_growthF_1_75	1	0	0	0	0	17	-1	1	3	19536	
improvedschematics-map-SEA-jul-11-2.json	noBoth_growthF_2_25	1	0	0	0	0	17	-1	1	3	18846	
improvedschematics-map-SEA-jul-11-2.json	noContraction	1	0	0	0	0	19	-1	0	1	27880	
improvedschematics-map-SEA-jul-11-2.json	noContraction_growth1	1	0	0	0	4	18	-1	3	2	16707	
improvedschematics-map-SEA-jul-11-2.json	noDensity	1	0	0	0	0	17	-1	1	3	15434	
improvedschematics-map-SEA-jul-11-2.json	noWarp	0	0	0	0	0	18	-1	0	1	24146	
improvedschematics-map-SEA-jul-11-2.json	warp25	0	0	0	0	0	21	-1	2	1	23058	
improvedschematics-map-SEA-jul-11-2.json	warp50	1	0	0	0	0	15	-1	0	1	21022	
improvedschematics-map-SEA-jul-11-2.json	warp75	0	0	0	0	2	14	-1	1	1	26034	
improvedschematics-map-SEA-jul-11-2.json	warpF_0_1	0	0	0	0	0	8	-1	1	0	17834	
improvedschematics-map-SEA-jul-11-2.json	warpF_0_35	0	0	0	0	0	20	-1	1	2	30208	
improvedschematics-map-SEA-jul-11-2.json	warpF_0_6	0	0	0	0	0	24	-1	0	1	19486	
improvedschematics-map-SEA-jul-11-2.json	warpF_0_85	1	0	0	0	0	15	-1	0	3	25427	
improvedschematics-map-SEA-jul-11.json	base	0	0	0	0	0	16	-1	4	2	25270	
improvedschematics-map-SEA-jul-11.json	capsuleFilter	0	0	0	0	0	16	-1	4	2	26415	
improvedschematics-map-SEA-jul-11.json	capsuleFilter_noDensity	0	0	0	0	0	16	-1	4	2	26102	
improvedschematics-map-SEA-jul-11.json	expand1	0	0	0	0	0	16	-1	4	2	26124	
improvedschematics-map-SEA-jul-11.json	growth1	0	0	0	0	0	16	-1	4	2	26451	
improvedschematics-map-SEA-jul-11.json	growth1_25	0	0	0	0	0	16	-1	4	2	25987	
improvedschematics-map-SEA-jul-11.json	growth1_5	0	0	0	0	0	16	-1	4	2	26317	
improvedschematics-map-SEA-jul-11.json	growth2	0	0	0	0	0	16	-1	4	2	25769	
improvedschematics-map-SEA-jul-11.json	noBoth	0	0	0	0	0	16	-1	4	2	25243	
improvedschematics-map-SEA-jul-11.json	noBoth_dropTinyOff	0	0	0	0	0	16	-1	4	2	25814	
improvedschematics-map-SEA-jul-11.json	noBoth_expand1	0	0	0	0	0	16	-1	4	2	26529	
improvedschematics-map-SEA-jul-11.json	noBoth_growth1	0	0	0	0	0	16	-1	4	2	25563	
improvedschematics-map-SEA-jul-11.json	noBoth_growth1_5	0	0	0	0	0	16	-1	4	2	25748	
improvedschematics-map-SEA-jul-11.json	noContraction	0	0	0	0	0	16	-1	4	2	26237	
improvedschematics-map-SEA-jul-11.json	noContraction_growth1	0	0	0	0	0	16	-1	4	2	25852	
improvedschematics-map-SEA-jul-11.json	noDensity	0	0	0	0	0	16	-1	4	2	25389	
improvedschematics-map-SEA-jul-11.json	noWarp	1	1	0	0	0	6	-1	6	1	21746	
improvedschematics-map-SEA-jul-11.json	warp25	0	0	0	0	0	19	-1	3	3	20449	
improvedschematics-map-SEA-jul-11.json	warp50	0	0	0	0	1	13	-1	3	2	30622	
improvedschematics-map-SEA-jul-11.json	warp75	0	0	0	0	2	13	-1	2	7	25394	
improvedschematics-map-SEA-split-station-grp.json	base	0	0	0	0	0	16	-1	4	2	25772	
improvedschematics-map-SEA-split-station-grp.json	capsuleFilter	0	0	0	0	0	16	-1	4	2	25929	
improvedschematics-map-SEA-split-station-grp.json	capsuleFilter_noDensity	0	0	0	0	0	16	-1	4	2	26413	
improvedschematics-map-SEA-split-station-grp.json	expand1	0	0	0	0	0	16	-1	4	2	25466	
improvedschematics-map-SEA-split-station-grp.json	growth1	0	0	0	0	0	16	-1	4	2	25877	
improvedschematics-map-SEA-split-station-grp.json	growth1_25	0	0	0	0	0	16	-1	4	2	25971	
improvedschematics-map-SEA-split-station-grp.json	growth1_5	0	0	0	0	0	16	-1	4	2	26505	
improvedschematics-map-SEA-split-station-grp.json	growth2	0	0	0	0	0	16	-1	4	2	25566	
improvedschematics-map-SEA-split-station-grp.json	noBoth	0	0	0	0	0	16	-1	4	2	25269	
improvedschematics-map-SEA-split-station-grp.json	noBoth_dropTinyOff	0	0	0	0	0	16	-1	4	2	25522	
improvedschematics-map-SEA-split-station-grp.json	noBoth_expand1	0	0	0	0	0	16	-1	4	2	24495	
improvedschematics-map-SEA-split-station-grp.json	noBoth_growth1	0	0	0	0	0	16	-1	4	2	24754	
improvedschematics-map-SEA-split-station-grp.json	noBoth_growth1_5	0	0	0	0	0	16	-1	4	2	24684	
improvedschematics-map-SEA-split-station-grp.json	noContraction	0	0	0	0	0	16	-1	4	2	24839	
improvedschematics-map-SEA-split-station-grp.json	noContraction_growth1	0	0	0	0	0	16	-1	4	2	24509	
improvedschematics-map-SEA-split-station-grp.json	noDensity	0	0	0	0	0	16	-1	4	2	26321	
improvedschematics-map-SEA-split-station-grp.json	noWarp	1	1	0	0	0	6	-1	6	1	22092	
improvedschematics-map-SEA-split-station-grp.json	warp25	0	0	0	0	0	19	-1	3	3	21309	
improvedschematics-map-SEA-split-station-grp.json	warp50	0	0	0	0	1	13	-1	3	2	30717	
improvedschematics-map-SEA-split-station-grp.json	warp75	0	0	0	0	2	13	-1	2	7	26363	
improvedschematics-map-SEA.json	base	0	0	0	0	0	21	-1	0	1	21617	
improvedschematics-map-SEA.json	capsuleFilter	0	0	0	0	0	21	-1	0	1	22757	
improvedschematics-map-SEA.json	capsuleFilter_noDensity	1	0	0	0	0	17	-1	1	3	14068	
improvedschematics-map-SEA.json	expand1	0	0	0	0	0	21	-1	0	1	21223	
improvedschematics-map-SEA.json	growth1	1	0	0	0	4	18	-1	3	2	16440	
improvedschematics-map-SEA.json	growth1_25	0	0	0	0	1	19	-1	2	2	29238	
improvedschematics-map-SEA.json	growth1_5	0	0	0	0	0	21	-1	0	1	19558	
improvedschematics-map-SEA.json	growth2	0	0	0	0	0	21	-1	0	1	22305	
improvedschematics-map-SEA.json	noBoth	1	0	0	0	0	17	-1	1	3	15668	
