dump	config	loops	bigloops	contig	brokenRoutes	tapers	spikes	zigs	stairs	clips	drawMs	note
improvedschematics-map-SEA.json	noBoth_dropTinyOff	1	0	0	0	0	17	-1	1	3	15275	
improvedschematics-map-SEA.json	noBoth_expand1	1	0	0	0	0	17	-1	1	3	14405	
improvedschematics-map-SEA.json	noBoth_growth1	1	0	0	0	4	18	-1	3	2	16062	
improvedschematics-map-SEA.json	noBoth_growth1_5	1	0	0	0	0	17	-1	1	3	14964	
improvedschematics-map-SEA.json	noContraction	0	0	0	0	0	21	-1	0	1	23631	
improvedschematics-map-SEA.json	noContraction_growth1	1	0	0	0	4	18	-1	3	2	17338	
improvedschematics-map-SEA.json	noDensity	1	0	0	0	0	17	-1	1	3	14063	
improvedschematics-map-SEA.json	noWarp	1	0	0	0	0	23	-1	0	1	24655	
improvedschematics-map-SEA.json	warp25	1	0	0	0	0	14	-1	0	0	18063	
improvedschematics-map-SEA.json	warp50	0	0	0	0	0	21	-1	1	0	22995	
improvedschematics-map-SEA.json	warp75	0	0	0	0	2	16	-1	1	1	37170	
improvedschematics-map-SF-jul-10.json	base	2	2	2	2	5	32	-1	2	5	23046	
improvedschematics-map-SF-jul-10.json	capsuleFilter	10	1	3	3	5	45	-1	1	4	37946	
improvedschematics-map-SF-jul-10.json	capsuleFilter_noDensity	10	1	3	3	5	45	-1	1	4	33539	
improvedschematics-map-SF-jul-10.json	expand1	2	2	2	2	5	32	-1	2	5	25342	
improvedschematics-map-SF-jul-10.json	growth1	11	0	3	3	20	56	-1	2	11	54730	
improvedschematics-map-SF-jul-10.json	growth1_25	8	0	1	1	27	59	-1	4	24	63477	
improvedschematics-map-SF-jul-10.json	growth1_5	1	0	0	0	1	34	-1	1	10	37287	
improvedschematics-map-SF-jul-10.json	growth2	4	0	0	0	1	55	-1	1	6	43109	
improvedschematics-map-SF-jul-10.json	noBoth	1	0	2	2	1	61	-1	1	5	34894	
improvedschematics-map-SF-jul-10.json	noBoth_dropTinyOff	1	0	2	2	1	54	-1	0	4	45206	
improvedschematics-map-SF-jul-10.json	noBoth_expand1	1	0	2	2	1	61	-1	1	5	35784	
improvedschematics-map-SF-jul-10.json	noBoth_growth1	11	0	3	3	20	56	-1	2	11	56271	
improvedschematics-map-SF-jul-10.json	noBoth_growth1_5	6	0	0	0	3	38	-1	5	22	63353	
improvedschematics-map-SF-jul-10.json	noContraction	1	0	2	2	1	61	-1	1	5	34772	
improvedschematics-map-SF-jul-10.json	noContraction_growth1	11	0	3	3	20	56	-1	2	11	62150	
improvedschematics-map-SF-jul-10.json	noDensity	2	2	2	2	5	32	-1	2	5	26343	
improvedschematics-map-SF-jul-10.json	noWarp	1	0	0	0	2	50	-1	4	4	33207	
improvedschematics-map-SF-jul-10.json	warp25	9	0	2	2	2	47	-1	1	6	25496	
improvedschematics-map-SF-jul-10.json	warp50	1	0	2	2	0	55	-1	0	9	32401	
improvedschematics-map-SF-jul-10.json	warp75	4	0	2	2	0	23	-1	1	1	39208	
improvedschematics-map-SF-jul-14.json	base	0	0	4	4	0	16	-1	0	1	42001	
improvedschematics-map-SF-jul-14.json	capsuleFilter	1	0	4	4	0	19	-1	0	2	48859	
improvedschematics-map-SF-jul-14.json	capsuleFilter_noDensity	0	1	2	2	1	21	-1	0	4	48526	
improvedschematics-map-SF-jul-14.json	expand1	0	0	2	2	0	22	-1	0	1	43538	
improvedschematics-map-SF-jul-14.json	growth1	11	0	3	3	20	56	-1	2	11	51099	
improvedschematics-map-SF-jul-14.json	growth1_25	29	0	0	0	24	123	-1	9	22	142888	
improvedschematics-map-SF-jul-14.json	growth1_5	2	1	0	0	10	46	-1	3	25	42773	
improvedschematics-map-SF-jul-14.json	growth2	1	0	0	0	0	40	-1	3	5	42866	
improvedschematics-map-SF-jul-14.json	noBoth	1	1	2	2	0	33	-1	0	1	51917	
improvedschematics-map-SF-jul-14.json	noBoth_dropTinyOff	1	1	2	2	1	30	-1	0	2	49682	
improvedschematics-map-SF-jul-14.json	noBoth_expand1	1	1	2	2	0	33	-1	0	1	62023	
improvedschematics-map-SF-jul-14.json	noBoth_growth1	11	0	3	3	20	56	-1	2	11	55043	
improvedschematics-map-SF-jul-14.json	noBoth_growth1_5	6	0	0	0	3	38	-1	5	22	57878	
improvedschematics-map-SF-jul-14.json	noContraction	0	3	4	4	1	29	-1	0	0	50241	
improvedschematics-map-SF-jul-14.json	noContraction_growth1	11	0	3	3	20	56	-1	2	11	55666	
improvedschematics-map-SF-jul-14.json	noDensity	0	0	2	2	0	22	-1	0	1	39890	
improvedschematics-map-SF-jul-14.json	noWarp	0	0	1	1	0	21	-1	0	10	41440	
improvedschematics-map-SF-jul-14.json	warp25	0	1	2	1	0	22	-1	0	1	28620	
improvedschematics-map-SF-jul-14.json	warp50	0	0	2	2	0	23	-1	0	0	38050	
improvedschematics-map-SF-jul-14.json	warp75	1	0	5	4	1	19	-1	0	0	43234	
improvedschematics-map-SF-jul-15.json	base	0	0	0	0	0	44	-1	0	4	40186	
improvedschematics-map-SF-jul-15.json	capsuleFilter	0	0	0	0	1	41	-1	0	5	31783	
improvedschematics-map-SF-jul-15.json	capsuleFilter_noDensity	2	0	0	0	0	71	-1	0	6	66188	
improvedschematics-map-SF-jul-15.json	expand1	0	0	0	0	0	44	-1	0	4	30647	
improvedschematics-map-SF-jul-15.json	growth1	8	0	1	1	10	55	-1	1	13	59184	
improvedschematics-map-SF-jul-15.json	growth1_25	4	0	0	0	23	52	-1	5	25	47161	
improvedschematics-map-SF-jul-15.json	growth1_5	9	5	0	0	1	58	-1	5	18	31906	
improvedschematics-map-SF-jul-15.json	growth2	8	1	0	0	6	57	-1	5	11	31762	
improvedschematics-map-SF-jul-15.json	noBoth	0	0	0	0	0	70	-1	0	3	38018	
improvedschematics-map-SF-jul-15.json	noBoth_dropTinyOff	0	0	0	0	0	70	-1	0	3	32940	
improvedschematics-map-SF-jul-15.json	noBoth_expand1	0	0	0	0	0	70	-1	0	3	33442	
improvedschematics-map-SF-jul-15.json	noBoth_growth1	8	0	1	1	10	55	-1	1	13	52060	
improvedschematics-map-SF-jul-15.json	noBoth_growth1_5	5	1	0	0	19	68	-1	14	14	47099	
improvedschematics-map-SF-jul-15.json	noContraction	0	0	0	0	0	49	-1	0	7	34400	
improvedschematics-map-SF-jul-15.json	noContraction_growth1	8	0	1	1	10	55	-1	1	13	51609	
improvedschematics-map-SF-jul-15.json	noDensity	0	0	0	0	2	41	-1	0	2	33312	
improvedschematics-map-SF-jul-15.json	noWarp	0	0	0	0	0	33	-1	0	1	43634	
improvedschematics-map-SF-jul-15.json	warp25	0	0	0	0	0	22	-1	0	1	34651	
improvedschematics-map-SF-jul-15.json	warp50	0	0	0	0	0	31	-1	0	8	43583	
improvedschematics-map-SF-jul-15.json	warp75	0	0	0	0	0	34	-1	0	4	31516	
improvedschematics-map-SF-jul-16.json	base	0	0	0	0	0	26	-1	0	1	20556	
improvedschematics-map-SF-jul-16.json	capF_growth_1	13	0	0	0	8	43	-1	4	15	56086	
improvedschematics-map-SF-jul-16.json	capF_growth_1_25	17	0	3	2	45	85	-1	3	27	53196	
improvedschematics-map-SF-jul-16.json	capF_growth_1_5	13	0	0	0	26	73	-1	1	16	37003	
improvedschematics-map-SF-jul-16.json	capF_growth_2	0	0	1	1	6	56	-1	2	7	47689	
improvedschematics-map-SF-jul-16.json	capsuleFilter	0	0	0	0	0	22	-1	0	1	31189	
improvedschematics-map-SF-jul-16.json	capsuleFilter_noDensity	1	0	0	0	0	24	-1	0	1	24370	
improvedschematics-map-SF-jul-16.json	expand1	0	0	0	0	0	28	-1	0	3	83534	
improvedschematics-map-SF-jul-16.json	growth1	13	0	0	0	8	43	-1	4	15	64183	
improvedschematics-map-SF-jul-16.json	growth1_25	9	0	0	0	15	44	-1	12	30	75482	
improvedschematics-map-SF-jul-16.json	growth1_5	9	0	0	0	19	58	-1	3	17	50145	
improvedschematics-map-SF-jul-16.json	growth2	9	1	0	0	0	56	-1	8	10	35116	
improvedschematics-map-SF-jul-16.json	growthF_1_1	22	0	1	1	6	49	-1	3	20	51263	
improvedschematics-map-SF-jul-16.json	growthF_1_15	12	0	0	0	23	68	-1	3	22	53442	
improvedschematics-map-SF-jul-16.json	growthF_1_2	21	0	0	0	16	54	-1	5	27	55741	
improvedschematics-map-SF-jul-16.json	growthF_1_3	8	1	0	0	14	64	-1	13	15	45720	
improvedschematics-map-SF-jul-16.json	growthF_1_4	8	0	0	0	22	49	-1	3	15	64259	
improvedschematics-map-SF-jul-16.json	growthF_1_75	3	0	0	0	6	61	-1	2	10	47988	
improvedschematics-map-SF-jul-16.json	growthF_2_25	1	0	0	0	6	35	-1	7	8	38901	
improvedschematics-map-SF-jul-16.json	noBoth	0	0	0	0	3	41	-1	0	1	27762	
improvedschematics-map-SF-jul-16.json	noBoth_dropTinyOff	0	0	0	0	3	41	-1	0	1	60567	
improvedschematics-map-SF-jul-16.json	noBoth_expand1	0	0	0	0	3	41	-1	0	1	54602	
improvedschematics-map-SF-jul-16.json	noBoth_growth1	13	0	0	0	8	43	-1	4	15	70939	
improvedschematics-map-SF-jul-16.json	noBoth_growth1_5	5	1	0	0	18	53	-1	5	23	50917	
improvedschematics-map-SF-jul-16.json	noBoth_growthF_1_1	19	0	2	2	24	38	-1	7	19	43068	
improvedschematics-map-SF-jul-16.json	noBoth_growthF_1_15	21	0	1	1	21	61	-1	3	28	62188	
improvedschematics-map-SF-jul-16.json	noBoth_growthF_1_2	9	0	2	2	22	59	-1	3	24	94688	
improvedschematics-map-SF-jul-16.json	noBoth_growthF_1_3	8	0	4	4	66	67	-1	5	29	58432	
improvedschematics-map-SF-jul-16.json	noBoth_growthF_1_4	8	0	0	0	56	57	-1	3	26	40053	
improvedschematics-map-SF-jul-16.json	noBoth_growthF_1_75	3	0	0	0	6	59	-1	4	12	49043	
improvedschematics-map-SF-jul-16.json	noBoth_growthF_2_25	0	0	0	0	0	55	-1	3	12	43585	
improvedschematics-map-SF-jul-16.json	noContraction	0	0	0	0	0	22	-1	0	1	25823	
improvedschematics-map-SF-jul-16.json	noContraction_growth1	13	0	0	0	8	43	-1	4	15	82760	
improvedschematics-map-SF-jul-16.json	noDensity	0	0	0	0	0	28	-1	0	3	45487	
improvedschematics-map-SF-jul-16.json	noWarp	0	0	0	0	0	26	-1	0	1	20152	
improvedschematics-map-SF-jul-16.json	warp25	0	0	0	0	0	32	-1	0	0	35208	
improvedschematics-map-SF-jul-16.json	warp50	0	0	0	0	0	43	-1	0	3	25104	
improvedschematics-map-SF-jul-16.json	warp75	0	0	0	0	0	16	-1	0	3	31474	
improvedschematics-map-SF-jul-16.json	warpF_0_1	0	0	0	0	0	15	-1	0	2	36337	
improvedschematics-map-SF-jul-16.json	warpF_0_35	0	0	0	0	0	15	-1	0	0	43118	
improvedschematics-map-SF-jul-16.json	warpF_0_6	0	0	0	0	0	28	-1	0	1	47339	
improvedschematics-map-SF-jul-16.json	warpF_0_85	0	0	0	0	0	26	-1	0	0	29733	
improvedschematics-map-SF.json	base	0	0	0	0	0	30	-1	0	2	48268	
improvedschematics-map-SF.json	capF_growth_1	9	0	0	0	22	43	-1	3	13	51396	
improvedschematics-map-SF.json	capF_growth_1_25	13	0	0	0	20	59	-1	7	16	40052	
improvedschematics-map-SF.json	capF_growth_1_5	19	0	0	0	17	101	-1	6	28	51503	
improvedschematics-map-SF.json	capF_growth_2	1	0	0	0	1	38	-1	8	10	45107	
improvedschematics-map-SF.json	capsuleFilter	1	0	0	0	0	38	-1	0	0	46923	
improvedschematics-map-SF.json	capsuleFilter_noDensity	0	0	0	0	0	19	-1	0	3	29427	
improvedschematics-map-SF.json	expand1	0	0	0	0	0	24	-1	0	1	57778	
improvedschematics-map-SF.json	growth1	9	0	0	0	22	43	-1	3	13	46934	
improvedschematics-map-SF.json	growth1_25	15	0	0	0	26	67	-1	5	27	65407	
improvedschematics-map-SF.json	growth1_5	2	0	0	0	10	43	-1	8	23	52271	
improvedschematics-map-SF.json	growth2	3	0	1	1	2	55	-1	12	12	28285	
improvedschematics-map-SF.json	growthF_1_1	8	0	1	1	9	37	-1	3	21	51351	
improvedschematics-map-SF.json	growthF_1_15	10	0	0	0	35	78	-1	11	18	60979	
improvedschematics-map-SF.json	growthF_1_2	23	0	2	2	17	56	-1	9	25	48514	
improvedschematics-map-SF.json	growthF_1_3	6	0	0	0	26	58	-1	4	16	43732	
improvedschematics-map-SF.json	growthF_1_4	9	0	0	0	34	67	-1	3	21	38677	
improvedschematics-map-SF.json	growthF_1_75	4	0	0	0	2	30	-1	2	10	47169	
improvedschematics-map-SF.json	growthF_2_25	0	1	0	0	1	44	-1	3	13	37911	
improvedschematics-map-SF.json	noBoth	0	0	0	0	0	23	-1	0	1	43384	
improvedschematics-map-SF.json	noBoth_dropTinyOff	0	0	0	0	0	23	-1	0	1	48208	
improvedschematics-map-SF.json	noBoth_expand1	0	0	0	0	0	23	-1	0	1	47537	
improvedschematics-map-SF.json	noBoth_growth1	9	0	0	0	22	43	-1	3	13	49196	
improvedschematics-map-SF.json	noBoth_growth1_5	6	0	0	0	33	56	-1	2	17	73247	
improvedschematics-map-SF.json	noBoth_growthF_1_1	34	0	1	1	22	60	-1	9	14	46892	
improvedschematics-map-SF.json	noBoth_growthF_1_15	26	0	1	1	40	101	-1	7	35	37772	
improvedschematics-map-SF.json	noBoth_growthF_1_2	8	0	0	0	35	57	-1	11	16	43494	
improvedschematics-map-SF.json	noBoth_growthF_1_3	11	1	0	0	32	94	-1	10	18	46242	
improvedschematics-map-SF.json	noBoth_growthF_1_4	4	0	0	0	23	77	-1	7	23	36234	
improvedschematics-map-SF.json	noBoth_growthF_1_75	6	0	0	0	8	52	-1	1	10	47909	
improvedschematics-map-SF.json	noBoth_growthF_2_25	1	0	0	0	10	57	-1	5	21	34022	
improvedschematics-map-SF.json	noContraction	0	0	0	0	0	23	-1	0	2	40700	
improvedschematics-map-SF.json	noContraction_growth1	9	0	0	0	22	43	-1	3	13	50909	
improvedschematics-map-SF.json	noDensity	0	0	0	0	0	24	-1	0	1	55260	
improvedschematics-map-SF.json	noWarp	0	0	0	0	2	45	-1	0	6	40090	
improvedschematics-map-SF.json	warp25	0	0	0	0	4	35	-1	0	5	30101	
improvedschematics-map-SF.json	warp50	0	0	0	0	0	31	-1	1	4	35604	
improvedschematics-map-SF.json	warp75	0	0	0	0	0	41	-1	0	2	50401	
improvedschematics-map-SF.json	warpF_0_1	1	0	0	0	0	30	-1	0	3	47876	
improvedschematics-map-SF.json	warpF_0_35	0	0	0	0	0	51	-1	0	11	40172	
improvedschematics-map-SF.json	warpF_0_6	0	0	0	0	0	24	-1	0	4	38419	
improvedschematics-map-SF.json	warpF_0_85	0	0	0	0	0	25	-1	0	8	30598	
improvedschematics-map-TPA.json	base	0	0	0	0	0	3	-1	0	0	18043	
improvedschematics-map-TPA.json	capsuleFilter	0	0	0	0	0	3	-1	0	0	18867	
improvedschematics-map-TPA.json	capsuleFilter_noDensity	0	0	0	0	0	3	-1	0	0	17203	
improvedschematics-map-TPA.json	expand1	0	0	0	0	0	3	-1	0	0	15749	
improvedschematics-map-TPA.json	growth1	2	0	0	0	3	7	-1	1	2	12058	
improvedschematics-map-TPA.json	growth1_25	0	0	0	0	0	3	-1	0	0	18140	
improvedschematics-map-TPA.json	growth1_5	0	0	0	0	0	6	-1	0	0	11836	
improvedschematics-map-TPA.json	growth2	0	0	0	0	0	6	-1	0	0	10343	
improvedschematics-map-TPA.json	noBoth	0	0	0	0	0	3	-1	0	0	13263	
improvedschematics-map-TPA.json	noBoth_dropTinyOff	0	0	0	0	0	3	-1	0	0	13449	
improvedschematics-map-TPA.json	noBoth_expand1	0	0	0	0	0	3	-1	0	0	13075	
improvedschematics-map-TPA.json	noBoth_growth1	2	0	0	0	3	7	-1	1	2	10684	
improvedschematics-map-TPA.json	noBoth_growth1_5	0	0	0	0	0	3	-1	0	0	18713	
improvedschematics-map-TPA.json	noContraction	0	0	0	0	0	3	-1	0	0	11819	
improvedschematics-map-TPA.json	noContraction_growth1	2	0	0	0	3	7	-1	1	2	10926	
improvedschematics-map-TPA.json	noDensity	0	0	0	0	0	3	-1	0	0	16082	
improvedschematics-map-TPA.json	noWarp	0	0	0	0	0	3	-1	0	0	21930	
improvedschematics-map-TPA.json	warp25	0	0	0	0	0	6	-1	0	1	14797	
improvedschematics-map-TPA.json	warp50	0	0	0	0	0	4	-1	0	1	7069	
improvedschematics-map-TPA.json	warp75	0	0	0	0	0	6	-1	0	0	18072	
improvedschematics-map-TPE-3.json	base	0	0	0	0	0	7	-1	0	0	1613	
improvedschematics-map-TPE-3.json	capsuleFilter	0	0	0	0	0	7	-1	0	0	1615	
improvedschematics-map-TPE-3.json	capsuleFilter_noDensity	0	0	0	0	0	7	-1	0	0	1630	
improvedschematics-map-TPE-3.json	expand1	0	0	0	0	0	7	-1	0	0	1638	
improvedschematics-map-TPE-3.json	growth1	0	0	0	0	0	4	-1	0	0	1473	
improvedschematics-map-TPE-3.json	growth1_25	0	0	0	0	0	7	-1	0	0	1567	
improvedschematics-map-TPE-3.json	growth1_5	0	0	0	0	0	7	-1	0	0	1594	
improvedschematics-map-TPE-3.json	growth2	0	0	0	0	0	7	-1	0	0	1550	
improvedschematics-map-TPE-3.json	noBoth	0	0	0	0	0	4	-1	0	0	1410	
improvedschematics-map-TPE-3.json	noBoth_dropTinyOff	0	0	0	0	0	4	-1	0	0	1335	
improvedschematics-map-TPE-3.json	noBoth_expand1	0	0	0	0	0	4	-1	0	0	1334	
improvedschematics-map-TPE-3.json	noBoth_growth1	0	0	0	0	0	4	-1	0	0	1281	
improvedschematics-map-TPE-3.json	noBoth_growth1_5	0	0	0	0	0	4	-1	0	0	1245	
improvedschematics-map-TPE-3.json	noContraction	0	0	0	0	0	4	-1	0	0	1322	
improvedschematics-map-TPE-3.json	noContraction_growth1	0	0	0	0	0	4	-1	0	0	1386	
improvedschematics-map-TPE-3.json	noDensity	0	0	0	0	0	7	-1	0	0	1599	
improvedschematics-map-TPE-3.json	noWarp	0	0	0	0	0	4	-1	0	0	1481	
improvedschematics-map-TPE-3.json	warp25	0	0	0	0	0	4	-1	0	0	1344	
improvedschematics-map-TPE-3.json	warp50	0	0	0	0	0	6	-1	0	0	1374	
improvedschematics-map-TPE-3.json	warp75	0	0	0	0	0	6	-1	1	0	1612	
improvedschematics-map-TPE-UPDATED.json	base	0	0	0	0	0	7	-1	0	0	1514	
improvedschematics-map-TPE-UPDATED.json	capsuleFilter	0	0	0	0	0	7	-1	0	0	1543	
improvedschematics-map-TPE-UPDATED.json	capsuleFilter_noDensity	0	0	0	0	0	7	-1	0	0	1590	
improvedschematics-map-TPE-UPDATED.json	expand1	0	0	0	0	0	7	-1	0	0	988	
improvedschematics-map-TPE-UPDATED.json	growth1	0	0	0	0	0	4	-1	0	0	1352	
improvedschematics-map-TPE-UPDATED.json	growth1_25	0	0	0	0	0	7	-1	0	0	1490	
improvedschematics-map-TPE-UPDATED.json	growth1_5	0	0	0	0	0	7	-1	0	0	1472	
improvedschematics-map-TPE-UPDATED.json	growth2	0	0	0	0	0	7	-1	0	0	1456	
improvedschematics-map-TPE-UPDATED.json	noBoth	0	0	0	0	0	4	-1	0	0	1349	
improvedschematics-map-TPE-UPDATED.json	noBoth_dropTinyOff	0	0	0	0	0	4	-1	0	0	1011	
improvedschematics-map-TPE-UPDATED.json	noBoth_expand1	0	0	0	0	0	4	-1	0	0	844	
improvedschematics-map-TPE-UPDATED.json	noBoth_growth1	0	0	0	0	0	4	-1	0	0	1304	
improvedschematics-map-TPE-UPDATED.json	noBoth_growth1_5	0	0	0	0	0	4	-1	0	0	1167	
improvedschematics-map-TPE-UPDATED.json	noContraction	0	0	0	0	0	4	-1	0	0	1417	
improvedschematics-map-TPE-UPDATED.json	noContraction_growth1	0	0	0	0	0	4	-1	0	0	1101	
improvedschematics-map-TPE-UPDATED.json	noDensity	0	0	0	0	0	7	-1	0	0	1596	
improvedschematics-map-TPE-UPDATED.json	noWarp	0	0	0	0	0	4	-1	0	0	1620	
improvedschematics-map-TPE-UPDATED.json	warp25	0	0	0	0	0	4	-1	0	0	1355	
improvedschematics-map-TPE-UPDATED.json	warp50	0	0	0	0	0	6	-1	0	0	1377	
improvedschematics-map-TPE-UPDATED.json	warp75	0	0	0	0	0	6	-1	1	0	1484	
improvedschematics-map-TPE.json	base	0	0	0	0	0	2	-1	0	0	472	
improvedschematics-map-TPE.json	capsuleFilter	0	0	0	0	0	2	-1	0	0	455	
improvedschematics-map-TPE.json	capsuleFilter_noDensity	0	0	0	0	0	2	-1	0	0	410	
improvedschematics-map-TPE.json	expand1	0	0	0	0	0	2	-1	0	0	457	
improvedschematics-map-TPE.json	growth1	0	0	0	0	0	1	-1	0	0	482	
improvedschematics-map-TPE.json	growth1_25	0	0	0	0	0	2	-1	0	0	486	
improvedschematics-map-TPE.json	growth1_5	0	0	0	0	0	2	-1	0	0	472	
improvedschematics-map-TPE.json	growth2	0	0	0	0	0	2	-1	0	0	535	
improvedschematics-map-TPE.json	noBoth	0	0	0	0	0	1	-1	0	0	476	
improvedschematics-map-TPE.json	noBoth_dropTinyOff	0	0	0	0	0	1	-1	0	0	508	
improvedschematics-map-TPE.json	noBoth_expand1	0	0	0	0	0	1	-1	0	0	521	
improvedschematics-map-TPE.json	noBoth_growth1	0	0	0	0	0	1	-1	0	0	568	
improvedschematics-map-TPE.json	noBoth_growth1_5	0	0	0	0	0	1	-1	0	0	531	
improvedschematics-map-TPE.json	noContraction	0	0	0	0	0	1	-1	0	0	413	
improvedschematics-map-TPE.json	noContraction_growth1	0	0	0	0	0	1	-1	0	0	559	
improvedschematics-map-TPE.json	noDensity	0	0	0	0	0	2	-1	0	0	422	
improvedschematics-map-TPE.json	noWarp	0	0	0	0	0	4	-1	0	0	417	
improvedschematics-map-TPE.json	warp25	0	0	0	0	0	1	-1	0	0	452	
improvedschematics-map-TPE.json	warp50	0	0	0	0	0	0	-1	0	0	508	
improvedschematics-map-TPE.json	warp75	0	0	0	0	0	2	-1	0	0	526	
